ID|Q_ID|ANSWER|CORRECT
17038|94|вещество может находиться как в жидком, так и в твёрдом состоянии|
17039|63|Термометр произошел от термоскопа, у них есть шкала и жидкость, меняющая уровень при изменении температуры|
17040|16|Оно не может быть выведено с помощью одних только законов термодинамики, а определяется или рассчитывается теоретически на основе представлений о строении вещества методами статистической физики|
17041|88|Силы инерции - фиктивные силы, возникающие вследствие ускоренного движения системы отсчёта.|
17042|21|Колебание продолжительности солнечных суток приводит к тому, что истинное солнечное время также колеблется относительно среднего солнечного времени. А именно: в результате накопления отклонений продолжительности солнечных суток от 24 часов солнечные часы спешат или отстают в зависимости от момента отсчёта.|
17043|42|Кориолисова сила инерции (или просто кориолисова сила) которая действует перпендикулярно к относительной скорости тела, движущегося во вращающейся СО, и поэтому искривляет его траекторию. Очевидно, эта сила является гироскопической и не совершает работу. Если тело покоится во вращающейся НСО, то на него Кориолисов сила не действует. Оно лишь подвергается действия центробежной силы. Как тело начнет двигаться (в отличном от направлении), оно будет подвергаться еще и действия кориолисовой силы. Вот почему удержаться в транспорте на поворотах легче в неподвижном положении, чем при движении.|
17044|54|3-ю космическую скорость обычно определяют как параболическую при M = M (масса Солнца) и R = 1 т.е. (радиус орбиты Земли), получая значение V3 = 42 км/с. Но при старте с поверхности Земли или с околоземной орбиты необходимо преодолеть еще притяжение планеты|
17045|71|В общем случае абсолютно твердое тело имеет 6 степеней свободы, и для описания его движения необходимы 6 независимых скалярных уравнений или 2 независимых векторных уравнения.Поскольку движущаяся точка О — это центр масс тела, то масса тела), то есть уравнение моментов относительно движущегося центра масс имеет такой же вид, что и относительно неподвижной точки.|
17046|11|Тело, имеющее одну неподвижную точку, из одного положения в любое другое можно перевести одним поворотом вокруг оси, проходящей через неподвижную точку. Эту ось называют осью конечного вращения. Положение тела с неподвижной точкой относительно некоторой системы отсчета можно полностью определить, если задать на какой-либо неподвижной сфере, описанной из неподвижной точки тела, положение сферической фигуры, скрепленной с этим телом. За сферическую фигуру можно принять любую часть поверхности сферы таким же радиусом, что и радиус неподвижной сферы, который обычно принимают равным единице|
17047|72|Однородность времени означает, что если в два любые момента времени все тела замкнутой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково. Однородность пространства означает, что если замкнутую систему тел перенести из одного места пространства в другое, поставив при этом все тела в ней в те же условия, в каких они находились в прежнем положении, то это не отразится на ходе всех последующих явлений.|
17048|48|Потому что полые тела легче, чем сплошные тела той же геометрической формы|
17049|95|Каждая планета движется по эллипсу, в одном из фокусов которого находится Солнце.|
17050|57|увеличилась в 2 раза|
17051|67|Вес тела - это сила, с которой любое тело вследствие притяжения Земли действует на опору или подвес.|
17052|27|сумма моментов инерций твердого тела относительно трех взаимно перпендикулярных осей пересекающихся в точке О, равна удвоенному моменту инерции этого тела относительно точки пересечения О|
17053|69|В начале пируэта балерина становится на носок и, отталкиваясь другой ногой от пола, сообщает себе некоторый вращательный импульс.Готовясь к прыжку(сальто), акробат несколько наклоняется вперед, поднимает руки и затем прыгает, сообщая себе при этом вращательное движение. Через мгновение акробат переходит в положение б, его момент инерции уменьшается, и по закону сохранения момента количества движения он начинает быстро вращаться.|
17054|32|При рассмотрении планетных движений мы не учитывали движение Солнца, считая его массу бесконечно. Кроме того, при движении вблизи Земли мы будем пренебрегать силами гравитационного притяжения Солнца, Луны и планет|
17055|45|Второй закон Кеплера гласит: за одинаковые промежутки времени радиус-вектора планет описывают одинаковые площади.|
17056|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия и др. Уравнения состояния необходимы для получения с помощью математического аппарата термодинамики конкретных результатов, касающихся рассматриваемой системы.|
17057|51|Температура, при которой твердая и жидкая фазы одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении (101325 Н/м2), называется нормальной точкой плавления рассматриваемого вещества|
17058|22|Термодинамическая температура обозначается буквой T, измеряется в кельвинах (обозначается K) и отсчитывается по абсолютной термодинамической шкале (шкале Кельвина). Абсолютная термодинамическая шкала является основной шкалой в физике и в уравнениях термодинамики.  Молекулярно-кинетическая теория, со своей стороны, связывает абсолютную температуру со средней кинетической энергией поступательного движения молекул идеального газа в условиях термодинамического равновесия.|
17059|58|Он состоит из двух связанных трубкой сфер: одна из них пустая, а другая частично наполнена водой. Если пустой шар поместить на солнце, то можно видеть, как в другом шаре булькают пузырьки воздуха в воде, потому что, когда шар разогревается, часть воздуха, заключенного в трубке, выходит наружу . Если затем поместить шар в тень, то вода подымется по трубке, пока не попадет в другой, пустой шар. Если после этого опять разогреть шар над огнем, явление повторится; то же самое получится, если шар облить горячей водой. И наоборот, если охладить шар, то вода выльется наружу|
17060|93|Эталоном современной термометрии является газовый термометр постоянного объёма (термометрической величиной является давление).|
17061|16|Как же представляет себе статистическая физика параметры состояния в термодинамике? По существу сказать: «Параметры состояния – это макрохарактеристика объекта», сказать: «Термодинамика занимается макросистемами» - означает, на языке теории вероятностей и статистики, что параметры состояния в термодинамике являются просто средними величинами, математическим ожиданием некоторых случайных величин.|
17062|9|При описании текущего состояния системы, в которой происходит квазистатический процесс, требуется столько же параметров, сколько и для макроскопического описания равновесного состояния.|
17063|12|Макроскопическое состояние (или макросостояние) — это состояние системы, характеризуемое небольшим числом величин (Р, V, T) и, быть может, еще некоторыми другими. Величины, характеризующие макросостояние, называются макроскопическими характеристиками. ... Любое изменение в термодинамической системе, связанное с изменением хотя бы одного его термодинамического параметра, называется термодинамическим процессом. Макроскопическая система находится в термодинамическом равновесии, если её состояние с течением времени не меняется (предполагается, что внешние условия рассматриваемой системы при этом не изменяются).|
17064|56|Когда одно тело нагрето больше ,чем другое ,и для этого можно использовать руку или для более точного измерения термометр.|
17065|79|в состоянии термодинамического равновесия все необратимые процессы прекращаются|
17066|63|и то и то показывает изменение температуры|
17067|20|По этой причине в физике для установления рациональной температурной шкалы используют изменение давления определенного количества разреженного газа при постоянном объеме или изменение объема газа при постоянном давлении. Такую шкалу иногда называют идеальной газовой шкалой температур.|
17068|65|Моль есть количество вещества системы, содержащей столько же структурных элементов, сколько содержится атомов в углероде-12 массой 0,012 кг.|
17069|94|температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении, называется нормальной точкой плавления|
17070|61|Абсолютная шкала температуры называется так, потому что мера основного состояния нижнего предела температуры — абсолютный ноль, то есть наиболее низкая возможная температура, при которой в принципе невозможно извлечь из вещества тепловую энергию.|
17071|42|при движении кроме центробежной силы инерции будет действовать и сила Кориолиса|
17072|88|силы инерции обусловлены не действием каких-либо тел на данное тело, а наличием ускорения неинерциальной системы отсчета относительно любой инерциальной, в частности относительно системы «Солнце — звезды».|
17073|71|когда векторы момента импульса и суммарного момента внешних сил рассматриваются относительно движущегося центра масс тела|
17074|69|Вращение. Задача прыгуна и балерины-повысить скорость вращения: нужно снизить массу или приблизить ее к оси вращения. Это и делают, прижимая руки или ногу к телу.|
17075|32|Потому что точкой отсчета служит Земля, и не важны гравитационные силы других космических тел|
17076|45|Площади одинаковы за одинаковый период времени|
17077|57|Никак|
17078|27|Удвоенному моменту инерции тела относительно этой точки|
17079|67|Вес-это сила, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено|
17080|95|эллипс|
17081|21|Явления внутри планеты(извержение вулканов, сильные землетрясения) и вне ее|
17082|48|У полого тела больше момент инерции, и соответственно одинаковой силе тяжести приходится разгонять более инерционный объект - соответственно быстрее скатится сплошное тело|
17083|54|В формуле для вычисления 3 космической скорости присутствует квадратный корень и вторая космическая скорость, величина которой определена не абсолютно точно|
17084|11|три|
17085|72|ошибка: начиная с этих моментов- лишнее. все явления в любой замкнутой физической системе при одинаковых начальных условиях будут в будущем протекать совершенно одинаково, независимо от того, в какой момент времени эти условия созданы|
17086|65|в нуклиде углерода|
17087|12|Макроскопические термодинамические параметры, описывающие систему целиком, имеют смысл средних значений (за большой промежуток времени) каких-то функций, характеризующих динамическое состояние системы|
17088|51|просто при постоянном атм давлении|
17089|9|три|
17090|16|Оно не может быть выведено с помощью одних только законов термодинамики, а определяется или рассчитывается теоретически на основе представлений о строении вещества методами статистической физики|
17091|58|атмосферное давление, температура окр среды|
17092|63|Термометр произошел от термоскопа, у них есть шкала и жидкость, меняющая уровень при изменении температуры|
17093|93|p или V|
17094|56|когда при их сближении отсутствует перенос тепла от одного тела к другому|
17095|79|остаются неизменными во времени макроскопические величины этой системы (температура, давление, объём, энтропия) в условиях изолированности от окружающей среды.|
17096|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия и др.|
17097|94|вещество может находиться как в жидком, так и в твёрдом состоянии|
17098|20|Оставить эти тела близко друг к другу на некоторое время, тело А нагреется, изначально оно было холоднее|
17099|22|термодинамическое равновесие|
17100|95|Каждая планета движется по эллипсу, в одном из фокусов которого находится Солнце.|
17101|21|Колебание продолжительности солнечных суток приводит к тому, что истинное солнечное время также колеблется относительно среднего солнечного времени. А именно: в результате накопления отклонений продолжительности солнечных суток от 24 часов солнечные часы спешат или отстают в зависимости от момента отсчёта.|
17102|88|Силы инерции - фиктивные силы, возникающие вследствие ускоренного движения системы отсчёта.|
17103|61|по ней отсчитывается абсолютная температура. Точка отсчета- абсолютный ноль|
17104|67|Вес тела - это сила, с которой любое тело вследствие притяжения Земли действует на опору или подвес.|
17105|69|В начале пируэта балерина становится на носок и, отталкиваясь другой ногой от пола, сообщает себе некоторый вращательный импульс.Готовясь к прыжку(сальто), акробат несколько наклоняется вперед, поднимает руки и затем прыгает, сообщая себе при этом вращательное движение. Через мгновение акробат переходит в положение б, его момент инерции уменьшается, и по закону сохранения момента количества движения он начинает быстро вращаться.|
17106|48|потому что полые тела легче, чем сплошные тела той же геометрической формы|
17107|45|Второй закон Кеплера гласит: за одинаковые промежутки времени радиус-вектора планет описывают одинаковые площади.|
17108|11|Тело, имеющее одну неподвижную точку, из одного положения в любое другое можно перевести одним поворотом вокруг оси, проходящей через неподвижную точку. Эту ось называют осью конечного вращения. Положение тела с неподвижной точкой относительно некоторой системы отсчета можно полностью определить, если задать на какой-либо неподвижной сфере, описанной из неподвижной точки тела, положение сферической фигуры, скрепленной с этим телом. За сферическую фигуру можно принять любую часть поверхности сферы таким же радиусом, что и радиус неподвижной сферы, который обычно принимают равным единице.|
17109|72|Однородность времени означает, что если в два любые момента времени все тела замкнутой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково. Однородность пространства означает, что если замкнутую систему тел перенести из одного места пространства в другое, поставив при этом все тела в ней в те же условия, в каких они находились в прежнем положении, то это не отразится на ходе всех последующих явлений.|
17110|42|Кориолисова сила инерции (или просто кориолисова сила) которая действует перпендикулярно к относительной скорости тела, движущегося во вращающейся СО, и поэтому искривляет его траекторию. Очевидно, эта сила является гироскопической и не совершает работу. Если тело покоится во вращающейся НСО, то на него Кориолисов сила не действует. Оно лишь подвергается действия центробежной силы. Как тело начнет двигаться (в отличном от направлении), оно будет подвергаться еще и действия кориолисовой силы. Вот почему удержаться в транспорте на поворотах легче в неподвижном положении, чем при движении.|
17111|57|увеличилась в 2 раза.|
17112|27|сумма моментов инерций твердого тела относительно трех взаимно перпендикулярных осей пересекающихся в точке О, равна удвоенному моменту инерции этого тела относительно точки пересечения О.|
17113|71|В общем случае абсолютно твердое тело имеет 6 степеней свободы, и для описания его движения необходимы 6 независимых скалярных уравнений или 2 независимых векторных уравнения.Поскольку движущаяся точка О — это центр масс тела, то масса тела), то есть уравнение моментов относительно движущегося центра масс имеет такой же вид, что и относительно неподвижной точки.|
17114|32|При рассмотрении планетных движений мы не учитывали движение Солнца, считая его массу бесконечно. Кроме того, при движении вблизи Земли мы будем пренебрегать силами гравитационного притяжения Солнца, Луны и планет.|
17115|54|3-ю космическую скорость обычно определяют как параболическую при M = M (масса Солнца) и R = 1 т.е. (радиус орбиты Земли), получая значение V3 = 42 км/с. Но при старте с поверхности Земли или с околоземной орбиты необходимо преодолеть еще притяжение планеты.|
17116|9|При описании текущего состояния системы, в которой происходит квазистатический процесс, требуется столько же параметров, сколько и для макроскопического описания равновесного состояния.|
17117|63|и то и то показывает изменение температуры|
17118|93|Эталоном современной термометрии является газовый термометр постоянного объёма (термометрической величиной является давление).|
17119|94|температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении, называется нормальной точкой плавления.|
17120|51|Температура, при которой твердая и жидкая фазы одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении (101325 Н/м2), называется нормальной точкой плавления рассматриваемого вещества.|
17121|61|Абсолютная шкала температуры называется так, потому что мера основного состояния нижнего предела температуры — абсолютный ноль, то есть наиболее низкая возможная температура, при которой в принципе невозможно извлечь из вещества тепловую энергию.|
17122|16|Как же представляет себе статистическая физика параметры состояния в термодинамике? По существу сказать: «Параметры состояния – это макрохарактеристика объекта», сказать: «Термодинамика занимается макросистемами» - означает, на языке теории вероятностей и статистики, что параметры состояния в термодинамике являются просто средними величинами, математическим ожиданием некоторых случайных величин.|
17123|12|Макроскопическое состояние (или макросостояние) — это состояние системы, характеризуемое небольшим числом величин (Р, V, T) и, быть может, еще некоторыми другими. Величины, характеризующие макросостояние, называются макроскопическими характеристиками. ... Любое изменение в термодинамической системе, связанное с изменением хотя бы одного его термодинамического параметра, называется термодинамическим процессом. Макроскопическая система находится в термодинамическом равновесии, если её состояние с течением времени не меняется (предполагается, что внешние условия рассматриваемой системы при этом не изменяются).|
17124|58|Он состоит из двух связанных трубкой сфер: одна из них пустая, а другая частично наполнена водой. Если пустой шар поместить на солнце, то можно видеть, как в другом шаре булькают пузырьки воздуха в воде, потому что, когда шар разогревается, часть воздуха, заключенного в трубке, выходит наружу . Если затем поместить шар в тень, то вода подымется по трубке, пока не попадет в другой, пустой шар. Если после этого опять разогреть шар над огнем, явление повторится; то же самое получится, если шар облить горячей водой. И наоборот, если охладить шар, то вода выльется наружу|
17125|20|По этой причине в физике для установления рациональной температурной шкалы используют изменение давления определенного количества разреженного газа при постоянном объеме или изменение объема газа при постоянном давлении. Такую шкалу иногда называют идеальной газовой шкалой температур.|
17126|22|Термодинамическая температура обозначается буквой T, измеряется в кельвинах (обозначается K) и отсчитывается по абсолютной термодинамической шкале (шкале Кельвина). Абсолютная термодинамическая шкала является основной шкалой в физике и в уравнениях термодинамики.  Молекулярно-кинетическая теория, со своей стороны, связывает абсолютную температуру со средней кинетической энергией поступательного движения молекул идеального газа в условиях термодинамического равновесия.|
17127|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия и др. Уравнения состояния необходимы для получения с помощью математического аппарата термодинамики конкретных результатов, касающихся рассматриваемой системы.|
17128|56|Когда одно тело нагрето больше ,чем другое ,и для этого можно использовать руку или для более точного измерения термометр.|
17129|79|в состоянии термодинамического равновесия все необратимые процессы прекращаются|
17130|65|Моль есть количество вещества системы, содержащей столько же структурных элементов, сколько содержится атомов в углероде-12 массой 0,012 кг.|
17131|48|потому что полые тела легче, чем сплошные тела той же геометрической формы|
17132|42|Кориолисова сила инерции (или просто кориолисова сила) которая действует перпендикулярно к относительной скорости тела, движущегося во вращающейся СО, и поэтому искривляет его траекторию. Очевидно, эта сила является гироскопической и не совершает работу. Если тело покоится во вращающейся НСО, то на него Кориолисов сила не действует. Оно лишь подвергается действия центробежной силы. Как тело начнет двигаться (в отличном от направлении), оно будет подвергаться еще и действия кориолисовой силы. Вот почему удержаться в транспорте на поворотах легче в неподвижном положении, чем при движении.|
17133|54|3-ю космическую скорость обычно определяют как параболическую при M = M (масса Солнца) и R = 1 т.е. (радиус орбиты Земли), получая значение V3 = 42 км/с. Но при старте с поверхности Земли или с околоземной орбиты необходимо преодолеть еще притяжение планеты|
17134|45|Второй закон Кеплера гласит: за одинаковые промежутки времени радиус-вектора планет описывают одинаковые площади.|
17135|67|Вес тела  - это сила, с которой любое тело вследствие притяжения Земли действует на опору или подвес.|
17136|57|увеличилась в 2 раза|
17137|27|сумма моментов инерций твердого тела относительно трех взаимно перпендикулярных осей пересекающихся в точке О, равна удвоенному моменту инерции этого тела относительно точки пересечения О|
17138|88|Силы инерции - фиктивные силы, возникающие вследствие ускоренного движения системы отсчёта.|
17139|72|Однородность времени означает, что если в два любые момента времени все тела замкнутой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково. Однородность пространства означает, что если замкнутую систему тел перенести из одного места пространства в другое, поставив при этом все тела в ней в те же условия, в каких они находились в прежнем положении, то это не отразится на ходе всех последующих явлений.|
17140|11|Тело, имеющее одну неподвижную точку, из одного положения в любое другое можно перевести одним поворотом вокруг оси, проходящей через неподвижную точку. Эту ось называют осью конечного вращения. Положение тела с неподвижной точкой относительно некоторой системы отсчета можно полностью определить, если задать на какой-либо неподвижной сфере, описанной из неподвижной точки тела, положение сферической фигуры, скрепленной с этим телом. За сферическую фигуру можно принять любую часть поверхности сферы таким же радиусом, что и радиус неподвижной сферы, который обычно принимают равным единице|
17141|71|В общем случае абсолютно твердое тело имеет 6 степеней свободы, и для описания его движения необходимы 6 независимых скалярных уравнений или 2 независимых векторных уравнения.Поскольку движущаяся точка О — это центр масс тела, то масса тела), то есть уравнение моментов относительно движущегося центра масс имеет такой же вид, что и относительно неподвижной точки.|
17142|32|При рассмотрении планетных движений мы не учитывали движение Солнца, считая его массу бесконечно. Кроме того, при движении вблизи Земли мы будем пренебрегать силами гравитационного притяжения Солнца, Луны и планет|
17143|95|Каждая планета движется по эллипсу, в одном из фокусов которого находится Солнце.|
17144|69|В начале пируэта балерина становится на носок и, отталкиваясь другой ногой от пола, сообщает себе некоторый вращательный импульс.Готовясь к прыжку(сальто), акробат несколько наклоняется вперед, поднимает руки и затем прыгает, сообщая себе при этом вращательное движение. Через мгновение акробат переходит в положение б, его момент инерции уменьшается, и по закону сохранения момента количества движения он начинает быстро вращаться.|
17145|21|Колебание продолжительности солнечных суток приводит к тому, что истинное солнечное время также колеблется относительно среднего солнечного времени. А именно: в результате накопления отклонений продолжительности солнечных суток от 24 часов солнечные часы спешат или отстают в зависимости от момента отсчёта.|
17146|12|Макроскопическое состояние (или макросостояние) — это состояние системы, характеризуемое небольшим числом величин (Р, V, T) и, быть может, еще некоторыми другими. Величины, характеризующие макросостояние, называются макроскопическими характеристиками. ... Любое изменение в термодинамической системе, связанное с изменением хотя бы одного его термодинамического параметра, называется термодинамическим процессом. Макроскопическая система находится в термодинамическом равновесии, если её состояние с течением времени не меняется (предполагается, что внешние условия рассматриваемой системы при этом не изменяются).|
